tweet_id,text,intent
1226216,@sprintcare (2) Levittown New York store named Reimo promised that he unlocked the phone so we purchased it. Days later I called @115714 who told me it,DEVICE_OR_UPGRADE
189132,@sprintcare I DM Message you! please check @sprintcare,DM_OR_FOLLOW_UP
1693009,"@sprintcare K-State campus and the whole city. And the city of Wichita. All around, even the downtown area.",NETWORK_COVERAGE
916041,@sprintcare Site won’t fully load with some links on page.,WEBSITE_OR_APP
899043,@sprintcare no more private forums! I need you to fix my bill,BILLING_CHARGES
944627,@sprintcare @116447 Right now,OTHER
57763,"@sprintcare 60020 but it has happened in 60640, 60637, and 32250. I've been on with chat support for over an hour.",CUSTOMER_SERVICE
764473,@sprintcare I’ve tried! I won’t let me change a contact number that’s no longer associated to my account,ACCOUNT_OR_SECURITY
1404486,"@sprintcare @446533 Funny, because I never had to show my level, and I got multiples of the same badge. They never had level 30 badges so they gave me 10s &amp; 20s",OTHER
1948461,@sprintcare It’s a long story. I’ve repeated it several times. It’s quite frustrating!,CUSTOMER_SERVICE
1362085,"@sprintcare After 1 hour &amp; 27 minutes, yes.Do you think it’s necessary to have loyal customers wait that long on a call? Wow good thing I pay for unlmtd",CUSTOMER_SERVICE
1113470,@sprintcare No coverage in many areas. Less than LTE in many areas. LTE is unreliable. Unable to use data when talking. Why do I have a smart phone?More,NETWORK_COVERAGE
2633577,"@sprintcare @116447 Lorenzo from Denver Escalation got my issues resolved. However before I spoke to him agent Sirval from the same team frustrated me to the point of making me cry. Just review the call and train him better, I literally have anxiety over this.",CUSTOMER_SERVICE
164350,@sprintcare I have 7 lines in my account.. nothing for us??? I do not need to add another line,PLAN_OR_PRICING
710232,@sprintcare Done. :D,OTHER
2436100,@sprintcare my hometown an island for muh phone!! I roaming like a fool,NETWORK_COVERAGE
1705952,"@sprintcare the service sucks in Ohio, fix your towers or something",NETWORK_COVERAGE
2137156,@sprintcare The screen broke and when i went to the first Sprint store that directed me to a Sprint repair store and the guy there just gave me a card with an 800 number on it. I can't even file an insurance claim with you guys because you don't handle your own business.,DEVICE_OR_UPGRADE
1287929,@sprintcare @421237 But you don't answer the direct message? I'm waiting still,DM_OR_FOLLOW_UP
2019923,"@sprintcare @597326 Been searching online and comparing both the V30 and V30+, they seem to have the same specs except storage wise.",DEVICE_OR_UPGRADE
406921,"@sprintcare Thats the point,  take care of new business,  ignore your long time customers",GENERAL_FEEDBACK
933931,@sprintcare It is. It’s a replacement. Mine died 22 days outside warrant window. So I’m gonna take a loss to upgrade to the X and lose this new phone to,DEVICE_OR_UPGRADE
1320653,"@sprintcare @428358 if we have a charge of $10.74 did it go through? chat isnt responding, im trying to go to sleep",BILLING_CHARGES
2332633,"@sprintcare Yeah but the upgrade doesn't give me the $350 off. I have an iPhone 6 from iPhone forever, but returning it is only $52 off unless I buy the phone out",DEVICE_OR_UPGRADE
1328000,@sprintcare No. It won’t be a quick process. What the hell @115714 @sprintcare ?! https://t.co/yRn4BvVUsT,CUSTOMER_SERVICE
1177519,"@sprintcare My wife after spending 6+ hours on the phone with your CS about returning phones cause we upgraded with you guys, cause you forgot to supply",SHIPPING_OR_ORDER
1316937,@sprintcare I have two reserved through Apple but they werent able to contact your system. Will that process go through as well at that time?,SHIPPING_OR_ORDER
37006,@sprintcare It's over and done with #sprint #fail. Does your online chat work? If so then Jessica needs to be reprimanded. Maybe if I can't get a better deal from T-Mobile I will try again. I guess I should use Twitter if I have a question.,CUSTOMER_SERVICE
994337,"@sprintcare It’s always been an issue in my area, but I’ve had sprint for almost 10 years so I don’t want to leave since the service is the best..I just experience drop calls and texts taking too long to go through..",CALLING_ISSUE
2735432,@sprintcare I’m leaving.,GENERAL_FEEDBACK
461760,@sprintcare Done that 500 Times.  All you do is lie.,CUSTOMER_SERVICE
859438,@sprintcare Give me a direct phone number that I can call a competent person and I will tell you all about it.,CUSTOMER_SERVICE
1851453,"@sprintcare Yes, I'm available for a call. What number should I be calling?",CUSTOMER_SERVICE
1514445,@sprintcare 26 days,OTHER
560555,"@sprintcare Thx, I’m in a 2 year contract  is there any way to upgrade from the 8 to 10 without paying the 300 dollar ETF",DEVICE_OR_UPGRADE
1938225,@sprintcare Ya lo hice,OTHER
821444,@sprintcare Pay my phone bill,BILLING_CHARGES
2239868,@sprintcare So I can send and receive text messages from everyone except my wife.  She is on the same account.  We have a 3rd line and I can send and receive texts from that phone.  What's the issue?,CALLING_ISSUE
591854,@sprintcare @260054 Thank you I am patiently awaiting.,CUSTOMER_SERVICE
1682135,@sprintcare Done,OTHER
943949,@sprintcare The whole week ! Sunday Monday Tuesday Wednesday Thursday Friday and now Saturdayyyyyyyy,CUSTOMER_SERVICE
2114626,@sprintcare All calls are coming in Unknown . I have a ticket for the claim made and they said it should be resolved today. So hoping that’s the case,CALLING_ISSUE
708865,"@sprintcare And calling customer service is just pathetic, ALWAYS takes over an hour to resolve the simplest of issues",CUSTOMER_SERVICE
1244672,@sprintcare Sprint did me dirty,GENERAL_FEEDBACK
1318627,@sprintcare @427070 You guys keep telling us the same thing. The site isn’t working and we’ve tried different browsers.,WEBSITE_OR_APP
1304415,@sprintcare The customer service as well as the service became really horrible before I left. That's why I feel this way. Have a good day,GENERAL_FEEDBACK
33458,"@sprintcare I turned in 2 iPhone 6 when I switched, you were supposed to pay, you didn’t, and you won’t.",BILLING_CHARGES
743751,@sprintcare When a person has a issue very rude not to pass the call to the appropriate department and tell you no,CUSTOMER_SERVICE
1584900,@sprintcare Haven't gotten new SIM cards. Are you eluding that 2 new SIMs are faulty?,SHIPPING_OR_ORDER
213236,@sprintcare Yes please it’s complicated,CUSTOMER_SERVICE
2177413,@sprintcare I want credit for NO service since 9/6. We've been roaming w/difficulty texting and calls not to mention NO INTERNET. Credit date 9/11-10/10,BILLING_CHARGES
331129,@sprintcare Y’all be charging me an arm and led that’s what’s up ..,BILLING_CHARGES
759279,@sprintcare But I have not gotten the box yet or instructions to return my old phone,SHIPPING_OR_ORDER
57252,@sprintcare Customer support is taking care of me now. Thanks for your promptness.,CUSTOMER_SERVICE
2414946,@sprintcare Sent you a message.  It would be amazing to sort this out without me spending another week of my life dealing with it.,DM_OR_FOLLOW_UP
1177517,@sprintcare Hours with my 2 year old only to be told they couldn’t take one of them back and that we would have to call CS back and get a box.,SHIPPING_OR_ORDER
1283837,@sprintcare last night around 3ish. &amp; no it was fine when i woke up this morning.,NETWORK_COVERAGE
406918,@sprintcare I want 50% off a note,PLAN_OR_PRICING
1955886,@sprintcare Can you succeed where countless have failed?  Literally at the @ATT now.  Impress me...,CUSTOMER_SERVICE
1522010,.@sprintcare Now it's 11/3/17 I still haven't heard back from you guys! #SprintFail,DM_OR_FOLLOW_UP
2516331,@sprintcare @116447 Ok,OTHER
427595,@sprintcare Yes sir.  To no avail.  They insinuate that we misunderstand the promotion or policies.  But it's clear they said the words free many times,PLAN_OR_PRICING
2643029,@sprintcare @717735 @195416 Yes and took to store and they said everything up to date. Lg v20 and iphone 7 same issues same location,NETWORK_COVERAGE
1229185,@sprintcare NEVER. DONT EVEN CARE. JUST FIX YOUR SERVICE CAUSE I LIVE IN A CITY AND THE CONNECTION IS DICK SAUCE,NETWORK_COVERAGE
1231738,@sprintcare My girl cheated on me. She has sprint.,OTHER
1280353,@sprintcare @116447 Went there. Page couldn't find my address. Need a new phone &amp; plan. Store near me is not corporate. Who can help?,WEBSITE_OR_APP
600473,"@sprintcare Also, @115714 sending folks to an app is how you address an employee refusing to help?!?",CUSTOMER_SERVICE
2874190,@sprintcare Free iPhone 8+.,PLAN_OR_PRICING
216917,@sprintcare Just data. It started this morning before 11am and I know of other people in the area having the same problems.,MOBILE_DATA_ISSUE
875714,"@sprintcare Bunch of crooks went in to upgrade phone, took 3 hours &amp;they still hadnt downloaded old phone onto new one, i voided sale but kept my money!",BILLING_CHARGES
2399014,@sprintcare I have no LTE or 4g 💀,NETWORK_COVERAGE
2414969,@sprintcare Oh yes,OTHER
337625,@sprintcare My question to you @115714: How is it your operators can't contact stores that sell your contracts/products? So frustrating.,CUSTOMER_SERVICE
860262,@sprintcare Is my Sprint having troubles today? I tried to log in and it was super weird,ACCOUNT_OR_SECURITY
1432802,@sprintcare Something doesn’t add up there,OTHER
2375530,@sprintcare Yes that’s why I asked specifically about the iPhone...,DEVICE_OR_UPGRADE
1604786,@sprintcare I did that an hour ago. Thanks.,OTHER
271096,@sprintcare @116447 You mean like this ? Nobody contacted me back. So what do you advice ? https://t.co/nKgKsp5ef0,DM_OR_FOLLOW_UP
1808073,"@sprintcare I'm from Sweden so, welp. https://t.co/R39aZIKFVn",OTHER
2595354,@sprintcare @116447 Feel free to try. I already sent my contact number.,DM_OR_FOLLOW_UP
1510807,@sprintcare @116447 Kk,OTHER
756001,@sprintcare Assist me how ?,CUSTOMER_SERVICE
425828,"@sprintcare Terrible!!! I have a huge conference in a few days - imagine: the social media manager, unable to post to social. :'(",WEBSITE_OR_APP
1277541,@sprintcare 08096,OTHER
1743411,@sprintcare @525848 False. Pokemon GO is available virtually world wide. @160285 tweets are global. This is a global advertisement. That is all.,GENERAL_FEEDBACK
448011,@sprintcare @116447 DM stands for what? Please,DM_OR_FOLLOW_UP
395817,@sprintcare How come my service is worse than it was 5 years ago?,NETWORK_COVERAGE
1510797,@sprintcare @470666 SprintBot.,CUSTOMER_SERVICE
1268159,@sprintcare Yes and yes,OTHER
2374051,@sprintcare Nothing was resolved.,CUSTOMER_SERVICE
344532,@sprintcare @116447 Thanks so much!,OTHER
913983,@sprintcare I just sent messages  . The call dropped when I was put on hold,CUSTOMER_SERVICE
100725,"@sprintcare 3 LTE, and many locations. From Georgia to East Tennessee.",NETWORK_COVERAGE
1991669,"@sprintcare Already did but I get the same results witch is the 14 but People preorder it on the 28,29,30 and they get their phone on release day.",SHIPPING_OR_ORDER
713586,@sprintcare what are my options for having a better signal while at work. I have ppl that have the same ... https://t.co/B4PTVWRkSh,NETWORK_COVERAGE
1990804,@sprintcare Error message—&gt; ! (In red),WEBSITE_OR_APP
2383836,@sprintcare Yea tried that an hour ago. No help given,CUSTOMER_SERVICE
1827995,@sprintcare Its fine now thanks,OTHER
519045,@sprintcare @116447 You can only send a DM if we (he &amp; I) followed each other. Right?,DM_OR_FOLLOW_UP
916032,@sprintcare Its not working great tho 🙁,OTHER
2862985,@sprintcare I can reapply in six month....,OTHER
1763442,"@sprintcare Si, buscando mejor oferta en planes y comprar un celular",PLAN_OR_PRICING
2772550,@sprintcare Even if you already have Sprint,PLAN_OR_PRICING
1169183,@sprintcare 80503,OTHER
86599,@sprintcare Ive already done that. Been by my local Sprint store. There's nothing wrong with my phone. Its the lack of cell towers in my area.,NETWORK_COVERAGE
1727826,"@sprintcare I’ve been checking, customer service has said it will ship by Friday",SHIPPING_OR_ORDER
448005,"@sprintcare @116447 I bought the handset at Sprint Store no 240 at Westminster, California on 11/17/2017",DEVICE_OR_UPGRADE
2624354,@sprintcare Still waiting.,OTHER
1305143,"@sprintcare @424975 Feel the same way. For as much as I pay a month, @115714 service is awful and for sure switching asap",GENERAL_FEEDBACK
2806275,"@sprintcare Sure but acknowledge the bet for $100 publically, double or nothing?",OTHER
2733158,@sprintcare It's already has!!! What's the point now!?!? YOU HAVE MY SS# AND OF LAST WEEK HAD MY BANK ACCT#!,ACCOUNT_OR_SECURITY
1698485,"@sprintcare Thanks, looking at plans now",PLAN_OR_PRICING
894757,@sprintcare @116447 Great Sprint service,GENERAL_FEEDBACK
1429905,@sprintcare Is the UPS delivery date also estimates?,SHIPPING_OR_ORDER
1936629,@sprintcare No cut off service with you guys months ago... problem was it took months to do it . Ain't fucken with y'all no more ✌🏼,CUSTOMER_SERVICE
1925395,@sprintcare Thanks for the most generic answer possible.,CUSTOMER_SERVICE
2655403,@sprintcare 😑😑😑 I’m sure,OTHER
1386969,@sprintcare What’s your offer?,PLAN_OR_PRICING
1404144,@sprintcare When will this be resolved and why does this happen so frequently? Why am I paying you all for service that doesn’t work half the time!?,NETWORK_COVERAGE
1959887,@sprintcare THE LIST GOES ON!!! You GUYS ARE HORRIBLE!!!!!!!!!!,GENERAL_FEEDBACK
1318540,@sprintcare @315822 and they took the money from me the first time on my other line and still continues to tell me to upgrade it again,BILLING_CHARGES
546130,@sprintcare I WAS thinking about changing my device and extending. WAS. Just another example of why I even was reluctant to do it in the first place.,DEVICE_OR_UPGRADE
1156171,"@sprintcare @116447 DM'd you the info. Fix this. It's totally unacceptable. Servicemembers work 24/7 and deploy 24/7. If you support them, M-Sa 9-6 doesn't work",DM_OR_FOLLOW_UP
2853224,@sprintcare I been calling the last 2 hr I even chatted with someone on chat I wanna talk to a real person,CUSTOMER_SERVICE
435477,@sprintcare Is there any other way to do that other than on twitter? That's illegal questions to ask on this platform.,ACCOUNT_OR_SECURITY
1145422,"@sprintcare Yes, quite aware. That is the problem that I need Sprint to fix. My phone has never been active on Sprint, only Google Fi.",DEVICE_OR_UPGRADE
1248785,@sprintcare @116447 Done,DM_OR_FOLLOW_UP
484705,"@sprintcare Thank for not helping , your making my decision to leave sprint easier",GENERAL_FEEDBACK
145461,@sprintcare I don't know how to do that,OTHER
2031881,@sprintcare I shall,OTHER
1612372,@sprintcare What’s Going On With My Phone ? My Bill Isn’t Due &amp; I’m Not Receiving My Phone Calls Or Text Messages.,CALLING_ISSUE
2848551,"@sprintcare I wish I could. My account, which I've had for a long long time, is not eligible for upgrading online apparently. Sad.",DEVICE_OR_UPGRADE
2294819,@sprintcare Are you a bot?,CUSTOMER_SERVICE
