tweet_id,customer_message,predicted_intent,similar_customer_message,historical_reply,retrieval_similarity,draft_reply,decision,escalation_reason,reply_score,max_score,reply_quality,quality_reason
2677617,@sprintcare I've already been through this twice before and the few dollars I can save gets overtaken by $ the upgrades cost,PLAN_OR_PRICING,@sprintcare They’ve done that before,@121555 We can check the towers on your area.,0.3208,@121555 We can check the towers on your area. Please verify the specific account details before sending.,AUTO_HANDLE,Routine support request with recognizable intent,3,4,GOOD,Meets basic support-reply criteria
14532,"@sprintcare The customer service hasn’t been great at the store I have visited in Utah. I was lied to, and made to feel dumb until my husband stepped in",BILLING_CHARGES,@sprintcare Everywhere. I can’t even call customer service 🙄,@502491 That isn’t how we earn your business. Is it happening everywhere you go or just at home? Is it happening to you alone or others? -NR,0.3757,@502491 That isn’t how we earn your business. Is it happening everywhere you go or just at home? Is it happening to you alone or others? -NR Please verify the specific account details before sending.,AUTO_HANDLE,Routine support request with recognizable intent,2,4,ACCEPTABLE,Weak acknowledgement/help
1281784,@sprintcare Will this be covered under my phone warranty?,DEVICE_OR_UPGRADE,@sprintcare Will it cost anything or is it covered by insurance ?,"@675143 Hello! Please advise her to visit her closest Sprint repair center, here's a link to our store locator site: https://t.co/cj6DFeSaGj . LM -.",0.3453,"@675143 Hello! Please advise her to visit her closest Sprint repair center, here's a link to our store locator site: https://t.co/cj6DFeSaGj . LM -. Please verify the specific account details before sending.",AUTO_HANDLE,Routine support request with recognizable intent,2,4,ACCEPTABLE,Weak acknowledgement/help
1316937,@sprintcare I have two reserved through Apple but they werent able to contact your system. Will that process go through as well at that time?,WEBSITE_OR_APP,"@sprintcare Thank you, was able to get in contact with someone.","@238992 Please send us a Direct Message, so that we can further assist you and address your issues. -AP",0.5999,"@238992 Please send us a Direct Message, so that we can further assist you and address your issues. -AP",AUTO_HANDLE,Routine support request with recognizable intent,2,4,ACCEPTABLE,No clear next step
201758,"@sprintcare Aw, man! I literally just returned it yesterday! If what I’m looking into now doesn’t work out, I will come back to you!",OTHER,@sprintcare @268318 This still doesn't work.,@268318 Please try again using the website 'https://t.co/0qBF3Cekat' as maintenance has now been completed. -JC,0.3659,@268318 Please try again using the website 'https://t.co/0qBF3Cekat' as maintenance has now been completed. -JC Please verify the specific account details before sending.,ESCALATE,Intent could not be confidently classified,2,4,ACCEPTABLE,Weak acknowledgement/help
354191,@sprintcare The service sucks. Half the time my phone only works if I'm connected to some wifi,DEVICE_OR_UPGRADE,"@sprintcare Because my freaking service has been down over 2 weeks and only works when connected to WiFi and every time i call there is no update on when the issue will be fixed! As a business, i am losing money when i am not connected to WiFi and it’s simply unacceptable","@742561 What is making you feel this way? Please send us a Direct Message, so that we can further assist you. -LC https://t.co/rMApsV8PQY",0.4505,"@742561 What is making you feel this way? Please send us a Direct Message, so that we can further assist you. -LC https://t.co/rMApsV8PQY Please verify the specific account details before sending.",ESCALATE,Customer frustration: sucks,3,4,GOOD,Meets basic support-reply criteria
134258,@sprintcare @146238 Are you better than Verizon regarding Net neutrality?  If so i have 3 lines to switch plus several more people i know.,OTHER,@sprintcare @144157 Yo sprint do you support #net neutrality?,@144157 Hey there! We'd be glad to have you on board! Please feel free to check our latest offers and switch promos: https://t.co/9ABiXqmY33 &amp; https://t.co/dwtDgGbWzU - FL,0.3597,@144157 Hey there! We'd be glad to have you on board! Please feel free to check our latest offers and switch promos: https://t.co/9ABiXqmY33 &amp; https://t.co/dwtDgGbWzU - FL Please verify the specific account details before sending.,ESCALATE,Intent could not be confidently classified,3,4,GOOD,Meets basic support-reply criteria
1059223,@sprintcare The issue is I pay &gt;$200 mo for unltd data iphone/iPad. 100mg limit for DOMESTIC roaming is ridiculous! 100mg is nothing,DEVICE_OR_UPGRADE,@sprintcare I've been a happy @115714 customer for 9 yrs but 100mg limit for domestic data roaming is definitely a deal breaker. #sprintsucks,"@370083 Hey! Plz elaborate a on the issue with your bill so we would be able to assist. Plz send us a DM, so that we can further assist you. - KP",0.5331,"@370083 Hey! Plz elaborate a on the issue with your bill so we would be able to assist. Plz send us a DM, so that we can further assist you. - KP",AUTO_HANDLE,Routine support request with recognizable intent,3,4,GOOD,Meets basic support-reply criteria
2137156,@sprintcare The screen broke and when i went to the first Sprint store that directed me to a Sprint repair store and the guy there just gave me a card with an 800 number on it. I can't even file an insurance claim with you guys because you don't handle your own business.,OTHER,"@sprintcare You tell me, this company is horrible and I’m sick of how you handle business",@322077 Hello there! Is there anything we can assist you with today? Please let us know. - KP,0.2361,Thanks for reaching out. We'd like to understand the issue better and help with the next steps. Please send us a DM with the relevant details so our support team can assist.,ESCALATE,Intent could not be confidently classified,3,4,GOOD,Meets basic support-reply criteria
1954653,@sprintcare @116447 Yeah right just like you said last week!!!! This is getting ridiculous! @118156,OTHER,@sprintcare @116447 Right now,"@274957 Team @116447 attempted to reach you today, we regret we were unsuccessful. Please DM us the best time to reach back out. https://t.co/FhkhSOXEjV",0.284,Thanks for reaching out. We'd like to understand the issue better and help with the next steps. Please send us a DM with the relevant details so our support team can assist.,ESCALATE,Intent could not be confidently classified,3,4,GOOD,Meets basic support-reply criteria
1067322,@sprintcare Nope,OTHER,@sprintcare Nope!,@383761 Hey are u having issues? -KY,1.0,@383761 Hey are u having issues? -KY,ESCALATE,Intent could not be confidently classified,1,4,WEAK,Weak acknowledgement/help; Does not request clarification
2579461,@sprintcare #thelinkwasmeantforsomeoneelse,OTHER,@sprintcare More than once or not.,"@428353 We understand, we're all excited about the amazing iPhone X. Please allow us a moment. Our website is still under maintenance. - RC",1.0,"@428353 We understand, we're all excited about the amazing iPhone X. Please allow us a moment. Our website is still under maintenance. - RC",ESCALATE,Intent could not be confidently classified,1,4,WEAK,Weak acknowledgement/help; Does not request clarification
2358470,@sprintcare Anthony Reyes,OTHER,@sprintcare Anthony has contacted my worker already and he is listening to our issues. I will speak to him tomorrow. Thanks for reaching out,"@681193 If Anthony is at a kiosk, I would like to suggest that the location is visited to speak with him directly. -Felicia R",0.5565,"@681193 If Anthony is at a kiosk, I would like to suggest that the location is visited to speak with him directly. -Felicia R",ESCALATE,Intent could not be confidently classified,1,4,WEAK,Weak acknowledgement/help; Does not request clarification
2733147,@sprintcare @717734 Y’all service is trash,OTHER,@sprintcare Service has been trash,"@677715 Hi, we definitely want to work with you on this. What's the reason for you feeling this way? Please let us know. - KP",0.8768,"@677715 Hi, we definitely want to work with you on this. What's the reason for you feeling this way? Please let us know. - KP",ESCALATE,Intent could not be confidently classified,1,4,WEAK,Weak acknowledgement/help; Does not request clarification
1510797,@sprintcare @470666 SprintBot.,OTHER,@sprintcare 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂fuckyøu😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,"@821705 Your business is important for us, and we don't want to see you going anywhere! Please DM us so we can talk!",1.0,"@821705 Your business is important for us, and we don't want to see you going anywhere! Please DM us so we can talk!",ESCALATE,Intent could not be confidently classified,1,4,WEAK,Weak acknowledgement/help; Does not request clarification
1315089,@sprintcare Why wasn't this communicated beforehand? It's 3:30am EST right now and I'm supposed to wait ANOTHER 30 minutes? Ridiculous. #Sprint drops the ball constantly on these #iPhone releases.,DEVICE_OR_UPGRADE,@sprintcare @116447 I got a call 30 minutes ago 8:50pm EST. No resolution from your end. Call disconnected no calls back,@239254 Hey Jon! Team @116447 will contact you shortly.,0.2487,Thanks for reaching out. We'd like to understand the issue better and help with the next steps. Please send us a DM with the relevant details so our support team can assist.,AUTO_HANDLE,Routine support request with recognizable intent,3,4,GOOD,Meets basic support-reply criteria
1739436,@sprintcare Paid my bill today but my phone is still disconnected,BILLING_CHARGES,@sprintcare My phone is not on disconnected,"@181418 Hello! We apologize for the delayed response, what is the error that appear on your screen. -JG.",0.5787,"@181418 Hello! We apologize for the delayed response, what is the error that appear on your screen. -JG.",AUTO_HANDLE,Routine support request with recognizable intent,1,4,WEAK,Weak acknowledgement/help; No clear next step
2733158,@sprintcare It's already has!!! What's the point now!?!? YOU HAVE MY SS# AND OF LAST WEEK HAD MY BANK ACCT#!,OTHER,@sprintcare No mine should be here at some point tomorrow...I have AT&amp;T,@464564 Let us take a look into this for you. Shoot us a D to assist. -JA,0.3956,@464564 Let us take a look into this for you. Shoot us a D to assist. -JA Please verify the specific account details before sending.,ESCALATE,Intent could not be confidently classified,3,4,GOOD,Meets basic support-reply criteria
1522010,.@sprintcare Now it's 11/3/17 I still haven't heard back from you guys! #SprintFail,OTHER,@sprintcare @116447 Haven’t heard back from u guys yesterday any chance u can call me now,@121555 Let Team @116447 look into this for you. We want to get this issue resolved.,0.5369,@121555 Let Team @116447 look into this for you. We want to get this issue resolved.,ESCALATE,Intent could not be confidently classified,2,4,ACCEPTABLE,Does not request clarification
169028,"@sprintcare I did. Doesn't recognize last 4 of my social, even though it did minutes ago. Got text showing password changed. Add full bars no data. Done with Sprint.",NETWORK_COVERAGE,@sprintcare I did.,"@115712 Can you please send us a private message, so that I can gain further details about your account?",0.3212,"@115712 Can you please send us a private message, so that I can gain further details about your account? Please verify the specific account details before sending.",AUTO_HANDLE,Routine support request with recognizable intent,2,4,ACCEPTABLE,Weak acknowledgement/help
1795681,@sprintcare We just have walked this road together so much,OTHER,"@sprintcare Washington Road and Owen's Road. 30809. However, I get readings like this all over the city.","@754149 Hi! Let's check on that service. Please, provide us your nearest cross streets and ZIP code. -ED",0.5261,"@754149 Hi! Let's check on that service. Please, provide us your nearest cross streets and ZIP code. -ED",ESCALATE,Intent could not be confidently classified,2,4,ACCEPTABLE,Does not request clarification
2335070,"@sprintcare The call center was useless, but a local representative was on top of it, so a peaceful resolution was reached. I've had good experience in my many years of sprint, so it just hit me harder to suddenly be screwed",CALLING_ISSUE,@sprintcare We've become good friends . ( seriously ones now on my flag football team) 👍👍,@742059 Have you been to a corp repair store to have them troubleshoot the issue?,0.2277,Thanks for reaching out. We'd like to understand the issue better and help with the next steps. Please send us a DM with the relevant details so our support team can assist.,AUTO_HANDLE,Routine support request with recognizable intent,3,4,GOOD,Meets basic support-reply criteria
773470,@sprintcare @116447 I private messaged my info and a screenshot last night,OTHER,@sprintcare @116447 I messaged. Let’s see if you can help. This is insane,@334144 Allow Team @116447 to look into the matter. Please follow and DM for assistance. https://t.co/PKuv7UNx6L,0.366,@334144 Allow Team @116447 to look into the matter. Please follow and DM for assistance. https://t.co/PKuv7UNx6L Please verify the specific account details before sending.,ESCALATE,Intent could not be confidently classified,3,4,GOOD,Meets basic support-reply criteria
1951885,@sprintcare Done!,OTHER,@sprintcare 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂fuckyøu😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,"@821705 Your business is important for us, and we don't want to see you going anywhere! Please DM us so we can talk!",1.0,"@821705 Your business is important for us, and we don't want to see you going anywhere! Please DM us so we can talk!",ESCALATE,Intent could not be confidently classified,1,4,WEAK,Weak acknowledgement/help; Does not request clarification
2862985,@sprintcare I can reapply in six month....,WEBSITE_OR_APP,@sprintcare Nope ....2xs I've tired i show up with identification and then i get turned down i can reapply in 6 months...,@663465 What happened when you tried to switch over to Sprint?  I am the one that sent you to attempt to join online. -MB,0.4696,@663465 What happened when you tried to switch over to Sprint?  I am the one that sent you to attempt to join online. -MB Please verify the specific account details before sending.,AUTO_HANDLE,Routine support request with recognizable intent,2,4,ACCEPTABLE,Weak acknowledgement/help
1584900,@sprintcare Haven't gotten new SIM cards. Are you eluding that 2 new SIMs are faulty?,DEVICE_OR_UPGRADE,@sprintcare Haven’t gotten anything.,"@166914 Hey Mr. Sandor, We've sent you a private message, have you seen it? Please allow us to help. Thank you. Ange L",0.511,"@166914 Hey Mr. Sandor, We've sent you a private message, have you seen it? Please allow us to help. Thank you. Ange L",AUTO_HANDLE,Routine support request with recognizable intent,2,4,ACCEPTABLE,No clear next step
1328000,@sprintcare No. It won’t be a quick process. What the hell @115714 @sprintcare ?! https://t.co/yRn4BvVUsT,OTHER,@sprintcare  https://t.co/I9MPuwe0Mx,@275028 Please provide the make and model of your device. Thank you. -CA,0.3959,@275028 Please provide the make and model of your device. Thank you. -CA Please verify the specific account details before sending.,ESCALATE,Intent could not be confidently classified,2,4,ACCEPTABLE,Weak acknowledgement/help
1619516,"@sprintcare No ya suck, I’m switching to @ATT",OTHER,@sprintcare Ya seguí💮,"@316467 Por favor, siganos en @sprintcare para que podamos responder sus mensajes. -EF",0.6646,"@316467 Por favor, siganos en @sprintcare para que podamos responder sus mensajes. -EF",ESCALATE,Customer frustration: switching,1,4,WEAK,Weak acknowledgement/help; Does not request clarification
1938225,@sprintcare Ya lo hice,OTHER,@sprintcare Ya,"@452431 ¡Hola! Gracias por escribirnos. Envíenos un mensaje directo, estaremos felices de atenderle. -MM.",0.6331,"@452431 ¡Hola! Gracias por escribirnos. Envíenos un mensaje directo, estaremos felices de atenderle. -MM.",ESCALATE,Intent could not be confidently classified,1,4,WEAK,Weak acknowledgement/help; Does not request clarification
899043,@sprintcare no more private forums! I need you to fix my bill,BILLING_CHARGES,@sprintcare No - nothing private to discuss.  You either fix it for everyone or I'll bring you down.,@734039 Please send us a private message for further assistance. -FG,0.4303,@734039 Please send us a private message for further assistance. -FG Please verify the specific account details before sending.,AUTO_HANDLE,Routine support request with recognizable intent,3,4,GOOD,Meets basic support-reply criteria
1710420,@sprintcare Now I upgraded to the iPhone 8 plus and I’m still having reception issues,DEVICE_OR_UPGRADE,@sprintcare Thanks for reply. This is worrisome since we surrendered our iPhone 7’s and upgraded to iPhone 8 Plus on promo.,"@433704 Hello Lonnie, yes you have the 14day satisfaction guarantee.",0.571,"@433704 Hello Lonnie, yes you have the 14day satisfaction guarantee.",AUTO_HANDLE,Routine support request with recognizable intent,1,4,WEAK,Weak acknowledgement/help; No clear next step
500234,@sprintcare Ok. Then explain to me what benefit I’m paying for exactly. I’ve paid 7.99 a month for something I’ve never benefited from.,OTHER,@sprintcare Ok so if I  sign up I would have to pay $7.99 per month even if I have unlimited service from sprint?,@730480 The Hulu Limited Commercials plan is now included with Unlimited Sprint plans. One Hulu Limited Commercials subscription per Sprint account (a $7.99/mo value) - LP,0.354,@730480 The Hulu Limited Commercials plan is now included with Unlimited Sprint plans. One Hulu Limited Commercials subscription per Sprint account (a $7.99/mo value) - LP Please verify the specific account details before sending.,ESCALATE,Intent could not be confidently classified,2,4,ACCEPTABLE,Weak acknowledgement/help
1835265,"@sprintcare Look at how easy this was, @126302! We just want to trade our money for a mobile phone plan! We don't even have a @sprintcare plan and they reply in 30 seconds!",DEVICE_OR_UPGRADE,@sprintcare Because of my plan i cant the discount for my job...,"@213110 Hello there! Your comment really concerned us. Please, try to verify if you apply through this link: https://t.co/EtM62DeTO9 -AR",0.2876,Thanks for reaching out. We'd like to understand the issue better and help with the next steps. Please send us a DM with the relevant details so our support team can assist.,AUTO_HANDLE,Routine support request with recognizable intent,3,4,GOOD,Meets basic support-reply criteria
1873492,@sprintcare It just redirects back to Safari from the app,WEBSITE_OR_APP,@sprintcare I just dit.,@733171 Hey! This is not the way we want you to feel. Please DM us in order to further assist. - EG https://t.co/rMApsV8PQY,0.392,@733171 Hey! This is not the way we want you to feel. Please DM us in order to further assist. - EG https://t.co/rMApsV8PQY Please verify the specific account details before sending.,AUTO_HANDLE,Routine support request with recognizable intent,3,4,GOOD,Meets basic support-reply criteria
2913379,@sprintcare Since December 2016 and yes only where I live.,OTHER,@sprintcare After blowing a vein in my in my neck. Yes,@313976 That's not good! Was your issue resolved? -DS,0.3274,@313976 That's not good! Was your issue resolved? -DS Please verify the specific account details before sending.,ESCALATE,Intent could not be confidently classified,2,4,ACCEPTABLE,Weak acknowledgement/help
2443536,@sprintcare Haven't seen it come through.  What version?,OTHER,@sprintcare Yes they say they haven't seen a reason why not.,@742059 I'm sorry we have to go through this Q&amp;A. Have we submitted a ticket to have our network team looking into why you aren't receiving MMS?,0.5324,@742059 I'm sorry we have to go through this Q&amp;A. Have we submitted a ticket to have our network team looking into why you aren't receiving MMS?,ESCALATE,Intent could not be confidently classified,2,4,ACCEPTABLE,Does not request clarification
1996062,@sprintcare Sorry you can’t. You can’t fix my poor service. Others have tried,OTHER,@sprintcare DM won't fix your poor service everywhere😔,@405958 Sounds like you're having issues and I'd love to help fix things. Please send us a Direct Message and tell me what's going on? -MM https://t.co/rMApsV8PQY,0.5775,@405958 Sounds like you're having issues and I'd love to help fix things. Please send us a Direct Message and tell me what's going on? -MM https://t.co/rMApsV8PQY,ESCALATE,Intent could not be confidently classified,2,4,ACCEPTABLE,Does not request clarification
448011,@sprintcare @116447 DM stands for what? Please,DM_OR_FOLLOW_UP,@sprintcare @116447 Who am I to DM?,@485978 This concerns us. Customer service is one of our main priorities and we're not happy to hear this. Pls DM if Team @116447 can assist https://t.co/k5qkHi0FMi,0.7639,@485978 This concerns us. Customer service is one of our main priorities and we're not happy to hear this. Pls DM if Team @116447 can assist https://t.co/k5qkHi0FMi,AUTO_HANDLE,Routine support request with recognizable intent,2,4,ACCEPTABLE,Meets basic support-reply criteria
2191159,"@sprintcare No, because the upgrade fee ($30) was waived if purchased online and neither store would waive it if I upgrade in-store.",BILLING_CHARGES,@sprintcare To upgrade,@152782 Hello there! How're you doing today? Please be more specific to better assist you. -DM,0.4358,@152782 Hello there! How're you doing today? Please be more specific to better assist you. -DM Please verify the specific account details before sending.,AUTO_HANDLE,Routine support request with recognizable intent,3,4,GOOD,Meets basic support-reply criteria
1628807,@sprintcare I was just excited to see the $22 price vs. The 41 on the Sprint website,WEBSITE_OR_APP,@sprintcare It’s still down! 😿🤦🏻‍♂️ 💛💛💛 I am just so excited and I can’t help it! Sorry!,"@486714 Hello. Thanks for reaching out to us. Please, try using https://t.co/O1mkYIdKu5 and let us know. - DA",0.437,"@486714 Hello. Thanks for reaching out to us. Please, try using https://t.co/O1mkYIdKu5 and let us know. - DA Please verify the specific account details before sending.",AUTO_HANDLE,Routine support request with recognizable intent,3,4,GOOD,Meets basic support-reply criteria
