tweet_id,text,intent,predicted_intent,correct
1321270,@sprintcare after 2 hours i was finally able to get the pre order through!!! this was a terrible experience and nearly made me want to switch over.,SHIPPING_OR_ORDER,SHIPPING_OR_ORDER,True
2203976,@sprintcare You cant you sent my bill to collections and pretty much ruined me. So unless you want to settle this as a huge misunderstanding and exonerate my debt towards you through DCI collections then there is nothing you can do.,BILLING_CHARGES,BILLING_CHARGES,True
500234,@sprintcare Ok. Then explain to me what benefit I’m paying for exactly. I’ve paid 7.99 a month for something I’ve never benefited from.,PLAN_OR_PRICING,BILLING_CHARGES,False
2239913,@sprintcare No i expect a call back. I'm not troubleshooting again. Ive done it all. Call me or say you dont want to help.,CUSTOMER_SERVICE,CUSTOMER_SERVICE,True
1609752,@sprintcare The outage was nationwide.  You don't need my cross street and zip.  You need to not shut down data at 4 am without announcement.,MOBILE_DATA_ISSUE,MOBILE_DATA_ISSUE,True
2003328,@sprintcare Thank you. However I just off the phone with a sprint specialist and my phone is now acticated. Thanks! :),DEVICE_OR_UPGRADE,DEVICE_OR_UPGRADE,True
2436956,@sprintcare They told me I could and saw a pending $470 credit on account they said call back and I could have them bill me it and credit will cover it,BILLING_CHARGES,BILLING_CHARGES,True
1095671,"@sprintcare Spotty service, that’s what.",NETWORK_COVERAGE,NETWORK_COVERAGE,True
2838002,@sprintcare every month there’s a new charge every month there’s diff information from diff specialist. Paid my bill to have a clean slate and just got hit with 376 bill for this month ... charges after charges,BILLING_CHARGES,BILLING_CHARGES,True
628812,@sprintcare Indoors and outdoors. Issue has been going on since yesterday.,NETWORK_COVERAGE,OTHER,False
2358470,@sprintcare Anthony Reyes,OTHER,OTHER,True
2366529,@sprintcare I have @115911 :p,OTHER,OTHER,True
2440246,@sprintcare Nothing ever goes smooth with sprint. Ordering new phones 1st night was a nightmare. Still having issues. Website now is inaccessible,SHIPPING_OR_ORDER,WEBSITE_OR_APP,False
1444856,@sprintcare Yes. Mainly data and sending texts,MOBILE_DATA_ISSUE,CALLING_ISSUE,False
62694,@sprintcare i haven't had a response in over 20 minutes and I was asked a simple question. I'm about to quit the chat and switch over to a new carrier,CUSTOMER_SERVICE,DEVICE_OR_UPGRADE,False
1031111,@sprintcare It's an old message. Matter has been handled,CUSTOMER_SERVICE,DM_OR_FOLLOW_UP,False
1111859,"@sprintcare All updates are done, well the ones you push and Samsung and Sprint are always months behind on Android security patches even with Krack",DEVICE_OR_UPGRADE,DEVICE_OR_UPGRADE,True
297583,"@sprintcare @186888 Towers updated, customers with connection issues have to call sprint, get another number to call to update devices.",NETWORK_COVERAGE,NETWORK_COVERAGE,True
2831917,@sprintcare And a chance to change the situation. I’ve only been bitchin about it for a week. How long does sprint need to check that tower closet to me,NETWORK_COVERAGE,NETWORK_COVERAGE,True
2913379,@sprintcare Since December 2016 and yes only where I live.,NETWORK_COVERAGE,OTHER,False
1873492,@sprintcare It just redirects back to Safari from the app,WEBSITE_OR_APP,WEBSITE_OR_APP,True
923492,@sprintcare EAD,OTHER,OTHER,True
1076752,@sprintcare Who makes the decision what color each carrier gets,OTHER,OTHER,True
2499596,@sprintcare Lo fui por 15 años y nos dieron un mal trato con supuestamente un teléfono de regalado.,PLAN_OR_PRICING,OTHER,False
1316016,@sprintcare @427430 Fuck you sprint you careless bitches.  I hope someone shoves an iPhone x done your snatch hole.,GENERAL_FEEDBACK,DEVICE_OR_UPGRADE,False
141645,@sprintcare Not resolved. Already called few times and wasted a lot of time. The problem is Sprint.,CUSTOMER_SERVICE,CALLING_ISSUE,False
894804,@sprintcare Went through crap customer service in the physical stores. Nothing you can really do on here to help. There should be loyalty “rewards” for customers. It retains people!,CUSTOMER_SERVICE,CUSTOMER_SERVICE,True
2097790,@sprintcare I️ can be reached at 6788753205. I’ve reached out to you all with no resolve. I’ve listed my contact you can reach me  @115714 @sprintcare,DM_OR_FOLLOW_UP,OTHER,False
1314283,"@sprintcare I have two other browsers open, both are still in line. The aforementioned issue actually got me pushed back in the cue.",WEBSITE_OR_APP,WEBSITE_OR_APP,True
619826,@sprintcare With no LTE serv,NETWORK_COVERAGE,NETWORK_COVERAGE,True
1459322,@sprintcare I’ve already spent all afternoon talking to you about it. You told me you couldn’t do anything cos of the tall buildings,NETWORK_COVERAGE,OTHER,False
1010461,@sprintcare You guys messed up on your end and won’t fix it,CUSTOMER_SERVICE,OTHER,False
695025,@sprintcare We should not have to call to receive a credit you know our situation! Issue a credit to all VI customers! Ppl cannot reach loved ones!,BILLING_CHARGES,CALLING_ISSUE,False
1929325,@sprintcare August,OTHER,OTHER,True
1292,@sprintcare I've sent several private messages!!! and no one responds!,DM_OR_FOLLOW_UP,DM_OR_FOLLOW_UP,True
1604771,@sprintcare This is a big inconveniences. I don't have home internet. I an standing in 30°weather next to a shut coffee shop to get online,MOBILE_DATA_ISSUE,MOBILE_DATA_ISSUE,True
157223,@sprintcare I did there are no discounts or additional deals in less you add a line. A bunch of crap.,PLAN_OR_PRICING,PLAN_OR_PRICING,True
1226216,@sprintcare (2) Levittown New York store named Reimo promised that he unlocked the phone so we purchased it. Days later I called @115714 who told me it,DEVICE_OR_UPGRADE,CALLING_ISSUE,False
189132,@sprintcare I DM Message you! please check @sprintcare,DM_OR_FOLLOW_UP,DM_OR_FOLLOW_UP,True
1693009,"@sprintcare K-State campus and the whole city. And the city of Wichita. All around, even the downtown area.",NETWORK_COVERAGE,NETWORK_COVERAGE,True
916041,@sprintcare Site won’t fully load with some links on page.,WEBSITE_OR_APP,WEBSITE_OR_APP,True
899043,@sprintcare no more private forums! I need you to fix my bill,BILLING_CHARGES,BILLING_CHARGES,True
944627,@sprintcare @116447 Right now,OTHER,OTHER,True
57763,"@sprintcare 60020 but it has happened in 60640, 60637, and 32250. I've been on with chat support for over an hour.",CUSTOMER_SERVICE,CUSTOMER_SERVICE,True
764473,@sprintcare I’ve tried! I won’t let me change a contact number that’s no longer associated to my account,ACCOUNT_OR_SECURITY,ACCOUNT_OR_SECURITY,True
1404486,"@sprintcare @446533 Funny, because I never had to show my level, and I got multiples of the same badge. They never had level 30 badges so they gave me 10s &amp; 20s",OTHER,OTHER,True
1948461,@sprintcare It’s a long story. I’ve repeated it several times. It’s quite frustrating!,CUSTOMER_SERVICE,OTHER,False
1362085,"@sprintcare After 1 hour &amp; 27 minutes, yes.Do you think it’s necessary to have loyal customers wait that long on a call? Wow good thing I pay for unlmtd",CUSTOMER_SERVICE,CALLING_ISSUE,False
1113470,@sprintcare No coverage in many areas. Less than LTE in many areas. LTE is unreliable. Unable to use data when talking. Why do I have a smart phone?More,NETWORK_COVERAGE,NETWORK_COVERAGE,True
2633577,"@sprintcare @116447 Lorenzo from Denver Escalation got my issues resolved. However before I spoke to him agent Sirval from the same team frustrated me to the point of making me cry. Just review the call and train him better, I literally have anxiety over this.",CUSTOMER_SERVICE,CALLING_ISSUE,False
164350,@sprintcare I have 7 lines in my account.. nothing for us??? I do not need to add another line,PLAN_OR_PRICING,ACCOUNT_OR_SECURITY,False
710232,@sprintcare Done. :D,OTHER,OTHER,True
2436100,@sprintcare my hometown an island for muh phone!! I roaming like a fool,NETWORK_COVERAGE,NETWORK_COVERAGE,True
1705952,"@sprintcare the service sucks in Ohio, fix your towers or something",NETWORK_COVERAGE,NETWORK_COVERAGE,True
2137156,@sprintcare The screen broke and when i went to the first Sprint store that directed me to a Sprint repair store and the guy there just gave me a card with an 800 number on it. I can't even file an insurance claim with you guys because you don't handle your own business.,DEVICE_OR_UPGRADE,DEVICE_OR_UPGRADE,True
1287929,@sprintcare @421237 But you don't answer the direct message? I'm waiting still,DM_OR_FOLLOW_UP,DM_OR_FOLLOW_UP,True
2019923,"@sprintcare @597326 Been searching online and comparing both the V30 and V30+, they seem to have the same specs except storage wise.",DEVICE_OR_UPGRADE,MOBILE_DATA_ISSUE,False
406921,"@sprintcare Thats the point,  take care of new business,  ignore your long time customers",GENERAL_FEEDBACK,OTHER,False
933931,@sprintcare It is. It’s a replacement. Mine died 22 days outside warrant window. So I’m gonna take a loss to upgrade to the X and lose this new phone to,DEVICE_OR_UPGRADE,DEVICE_OR_UPGRADE,True
1320653,"@sprintcare @428358 if we have a charge of $10.74 did it go through? chat isnt responding, im trying to go to sleep",BILLING_CHARGES,BILLING_CHARGES,True
2332633,"@sprintcare Yeah but the upgrade doesn't give me the $350 off. I have an iPhone 6 from iPhone forever, but returning it is only $52 off unless I buy the phone out",DEVICE_OR_UPGRADE,DEVICE_OR_UPGRADE,True
1328000,@sprintcare No. It won’t be a quick process. What the hell @115714 @sprintcare ?! https://t.co/yRn4BvVUsT,CUSTOMER_SERVICE,OTHER,False
1177519,"@sprintcare My wife after spending 6+ hours on the phone with your CS about returning phones cause we upgraded with you guys, cause you forgot to supply",SHIPPING_OR_ORDER,DEVICE_OR_UPGRADE,False
1316937,@sprintcare I have two reserved through Apple but they werent able to contact your system. Will that process go through as well at that time?,SHIPPING_OR_ORDER,WEBSITE_OR_APP,False
37006,@sprintcare It's over and done with #sprint #fail. Does your online chat work? If so then Jessica needs to be reprimanded. Maybe if I can't get a better deal from T-Mobile I will try again. I guess I should use Twitter if I have a question.,CUSTOMER_SERVICE,WEBSITE_OR_APP,False
994337,"@sprintcare It’s always been an issue in my area, but I’ve had sprint for almost 10 years so I don’t want to leave since the service is the best..I just experience drop calls and texts taking too long to go through..",CALLING_ISSUE,CALLING_ISSUE,True
2735432,@sprintcare I’m leaving.,GENERAL_FEEDBACK,OTHER,False
461760,@sprintcare Done that 500 Times.  All you do is lie.,CUSTOMER_SERVICE,OTHER,False
859438,@sprintcare Give me a direct phone number that I can call a competent person and I will tell you all about it.,CUSTOMER_SERVICE,CALLING_ISSUE,False
1851453,"@sprintcare Yes, I'm available for a call. What number should I be calling?",CUSTOMER_SERVICE,CALLING_ISSUE,False
1514445,@sprintcare 26 days,OTHER,OTHER,True
560555,"@sprintcare Thx, I’m in a 2 year contract  is there any way to upgrade from the 8 to 10 without paying the 300 dollar ETF",DEVICE_OR_UPGRADE,BILLING_CHARGES,False
1938225,@sprintcare Ya lo hice,OTHER,OTHER,True
821444,@sprintcare Pay my phone bill,BILLING_CHARGES,BILLING_CHARGES,True
2239868,@sprintcare So I can send and receive text messages from everyone except my wife.  She is on the same account.  We have a 3rd line and I can send and receive texts from that phone.  What's the issue?,CALLING_ISSUE,CALLING_ISSUE,True
591854,@sprintcare @260054 Thank you I am patiently awaiting.,CUSTOMER_SERVICE,OTHER,False
1682135,@sprintcare Done,OTHER,OTHER,True
943949,@sprintcare The whole week ! Sunday Monday Tuesday Wednesday Thursday Friday and now Saturdayyyyyyyy,CUSTOMER_SERVICE,OTHER,False
2114626,@sprintcare All calls are coming in Unknown . I have a ticket for the claim made and they said it should be resolved today. So hoping that’s the case,CALLING_ISSUE,CALLING_ISSUE,True
708865,"@sprintcare And calling customer service is just pathetic, ALWAYS takes over an hour to resolve the simplest of issues",CUSTOMER_SERVICE,CALLING_ISSUE,False
1244672,@sprintcare Sprint did me dirty,GENERAL_FEEDBACK,OTHER,False
1318627,@sprintcare @427070 You guys keep telling us the same thing. The site isn’t working and we’ve tried different browsers.,WEBSITE_OR_APP,WEBSITE_OR_APP,True
1304415,@sprintcare The customer service as well as the service became really horrible before I left. That's why I feel this way. Have a good day,GENERAL_FEEDBACK,CUSTOMER_SERVICE,False
33458,"@sprintcare I turned in 2 iPhone 6 when I switched, you were supposed to pay, you didn’t, and you won’t.",BILLING_CHARGES,DEVICE_OR_UPGRADE,False
743751,@sprintcare When a person has a issue very rude not to pass the call to the appropriate department and tell you no,CUSTOMER_SERVICE,CALLING_ISSUE,False
1584900,@sprintcare Haven't gotten new SIM cards. Are you eluding that 2 new SIMs are faulty?,SHIPPING_OR_ORDER,DEVICE_OR_UPGRADE,False
213236,@sprintcare Yes please it’s complicated,CUSTOMER_SERVICE,OTHER,False
2177413,@sprintcare I want credit for NO service since 9/6. We've been roaming w/difficulty texting and calls not to mention NO INTERNET. Credit date 9/11-10/10,BILLING_CHARGES,NETWORK_COVERAGE,False
331129,@sprintcare Y’all be charging me an arm and led that’s what’s up ..,BILLING_CHARGES,OTHER,False
759279,@sprintcare But I have not gotten the box yet or instructions to return my old phone,SHIPPING_OR_ORDER,SHIPPING_OR_ORDER,True
57252,@sprintcare Customer support is taking care of me now. Thanks for your promptness.,CUSTOMER_SERVICE,CUSTOMER_SERVICE,True
2414946,@sprintcare Sent you a message.  It would be amazing to sort this out without me spending another week of my life dealing with it.,DM_OR_FOLLOW_UP,DM_OR_FOLLOW_UP,True
1177517,@sprintcare Hours with my 2 year old only to be told they couldn’t take one of them back and that we would have to call CS back and get a box.,SHIPPING_OR_ORDER,CALLING_ISSUE,False
1283837,@sprintcare last night around 3ish. &amp; no it was fine when i woke up this morning.,NETWORK_COVERAGE,OTHER,False
406918,@sprintcare I want 50% off a note,PLAN_OR_PRICING,OTHER,False
1955886,@sprintcare Can you succeed where countless have failed?  Literally at the @ATT now.  Impress me...,CUSTOMER_SERVICE,OTHER,False
1522010,.@sprintcare Now it's 11/3/17 I still haven't heard back from you guys! #SprintFail,DM_OR_FOLLOW_UP,OTHER,False
2516331,@sprintcare @116447 Ok,OTHER,OTHER,True
427595,@sprintcare Yes sir.  To no avail.  They insinuate that we misunderstand the promotion or policies.  But it's clear they said the words free many times,PLAN_OR_PRICING,PLAN_OR_PRICING,True
2643029,@sprintcare @717735 @195416 Yes and took to store and they said everything up to date. Lg v20 and iphone 7 same issues same location,NETWORK_COVERAGE,DEVICE_OR_UPGRADE,False
1229185,@sprintcare NEVER. DONT EVEN CARE. JUST FIX YOUR SERVICE CAUSE I LIVE IN A CITY AND THE CONNECTION IS DICK SAUCE,NETWORK_COVERAGE,NETWORK_COVERAGE,True
1231738,@sprintcare My girl cheated on me. She has sprint.,OTHER,OTHER,True
1280353,@sprintcare @116447 Went there. Page couldn't find my address. Need a new phone &amp; plan. Store near me is not corporate. Who can help?,WEBSITE_OR_APP,PLAN_OR_PRICING,False
600473,"@sprintcare Also, @115714 sending folks to an app is how you address an employee refusing to help?!?",CUSTOMER_SERVICE,CUSTOMER_SERVICE,True
2874190,@sprintcare Free iPhone 8+.,PLAN_OR_PRICING,DEVICE_OR_UPGRADE,False
216917,@sprintcare Just data. It started this morning before 11am and I know of other people in the area having the same problems.,MOBILE_DATA_ISSUE,NETWORK_COVERAGE,False
875714,"@sprintcare Bunch of crooks went in to upgrade phone, took 3 hours &amp;they still hadnt downloaded old phone onto new one, i voided sale but kept my money!",BILLING_CHARGES,DEVICE_OR_UPGRADE,False
2399014,@sprintcare I have no LTE or 4g 💀,NETWORK_COVERAGE,NETWORK_COVERAGE,True
2414969,@sprintcare Oh yes,OTHER,OTHER,True
337625,@sprintcare My question to you @115714: How is it your operators can't contact stores that sell your contracts/products? So frustrating.,CUSTOMER_SERVICE,OTHER,False
860262,@sprintcare Is my Sprint having troubles today? I tried to log in and it was super weird,ACCOUNT_OR_SECURITY,OTHER,False
1432802,@sprintcare Something doesn’t add up there,OTHER,OTHER,True
2375530,@sprintcare Yes that’s why I asked specifically about the iPhone...,DEVICE_OR_UPGRADE,DEVICE_OR_UPGRADE,True
1604786,@sprintcare I did that an hour ago. Thanks.,OTHER,OTHER,True
271096,@sprintcare @116447 You mean like this ? Nobody contacted me back. So what do you advice ? https://t.co/nKgKsp5ef0,DM_OR_FOLLOW_UP,OTHER,False
1808073,"@sprintcare I'm from Sweden so, welp. https://t.co/R39aZIKFVn",OTHER,OTHER,True
2595354,@sprintcare @116447 Feel free to try. I already sent my contact number.,DM_OR_FOLLOW_UP,PLAN_OR_PRICING,False
1510807,@sprintcare @116447 Kk,OTHER,OTHER,True
756001,@sprintcare Assist me how ?,CUSTOMER_SERVICE,OTHER,False
425828,"@sprintcare Terrible!!! I have a huge conference in a few days - imagine: the social media manager, unable to post to social. :'(",WEBSITE_OR_APP,GENERAL_FEEDBACK,False
1277541,@sprintcare 08096,OTHER,OTHER,True
1743411,@sprintcare @525848 False. Pokemon GO is available virtually world wide. @160285 tweets are global. This is a global advertisement. That is all.,GENERAL_FEEDBACK,OTHER,False
448011,@sprintcare @116447 DM stands for what? Please,DM_OR_FOLLOW_UP,DM_OR_FOLLOW_UP,True
395817,@sprintcare How come my service is worse than it was 5 years ago?,NETWORK_COVERAGE,NETWORK_COVERAGE,True
1510797,@sprintcare @470666 SprintBot.,CUSTOMER_SERVICE,OTHER,False
1268159,@sprintcare Yes and yes,OTHER,OTHER,True
2374051,@sprintcare Nothing was resolved.,CUSTOMER_SERVICE,OTHER,False
344532,@sprintcare @116447 Thanks so much!,OTHER,OTHER,True
913983,@sprintcare I just sent messages  . The call dropped when I was put on hold,CUSTOMER_SERVICE,CALLING_ISSUE,False
100725,"@sprintcare 3 LTE, and many locations. From Georgia to East Tennessee.",NETWORK_COVERAGE,NETWORK_COVERAGE,True
1991669,"@sprintcare Already did but I get the same results witch is the 14 but People preorder it on the 28,29,30 and they get their phone on release day.",SHIPPING_OR_ORDER,SHIPPING_OR_ORDER,True
713586,@sprintcare what are my options for having a better signal while at work. I have ppl that have the same ... https://t.co/B4PTVWRkSh,NETWORK_COVERAGE,NETWORK_COVERAGE,True
1990804,@sprintcare Error message—&gt; ! (In red),WEBSITE_OR_APP,WEBSITE_OR_APP,True
2383836,@sprintcare Yea tried that an hour ago. No help given,CUSTOMER_SERVICE,CUSTOMER_SERVICE,True
1827995,@sprintcare Its fine now thanks,OTHER,OTHER,True
519045,@sprintcare @116447 You can only send a DM if we (he &amp; I) followed each other. Right?,DM_OR_FOLLOW_UP,DM_OR_FOLLOW_UP,True
916032,@sprintcare Its not working great tho 🙁,OTHER,OTHER,True
2862985,@sprintcare I can reapply in six month....,OTHER,WEBSITE_OR_APP,False
1763442,"@sprintcare Si, buscando mejor oferta en planes y comprar un celular",PLAN_OR_PRICING,PLAN_OR_PRICING,True
2772550,@sprintcare Even if you already have Sprint,PLAN_OR_PRICING,OTHER,False
1169183,@sprintcare 80503,OTHER,OTHER,True
86599,@sprintcare Ive already done that. Been by my local Sprint store. There's nothing wrong with my phone. Its the lack of cell towers in my area.,NETWORK_COVERAGE,NETWORK_COVERAGE,True
1727826,"@sprintcare I’ve been checking, customer service has said it will ship by Friday",SHIPPING_OR_ORDER,CUSTOMER_SERVICE,False
448005,"@sprintcare @116447 I bought the handset at Sprint Store no 240 at Westminster, California on 11/17/2017",DEVICE_OR_UPGRADE,DEVICE_OR_UPGRADE,True
2624354,@sprintcare Still waiting.,OTHER,OTHER,True
1305143,"@sprintcare @424975 Feel the same way. For as much as I pay a month, @115714 service is awful and for sure switching asap",GENERAL_FEEDBACK,NETWORK_COVERAGE,False
2806275,"@sprintcare Sure but acknowledge the bet for $100 publically, double or nothing?",OTHER,CALLING_ISSUE,False
2733158,@sprintcare It's already has!!! What's the point now!?!? YOU HAVE MY SS# AND OF LAST WEEK HAD MY BANK ACCT#!,ACCOUNT_OR_SECURITY,OTHER,False
1698485,"@sprintcare Thanks, looking at plans now",PLAN_OR_PRICING,PLAN_OR_PRICING,True
894757,@sprintcare @116447 Great Sprint service,GENERAL_FEEDBACK,NETWORK_COVERAGE,False
1429905,@sprintcare Is the UPS delivery date also estimates?,SHIPPING_OR_ORDER,SHIPPING_OR_ORDER,True
1936629,@sprintcare No cut off service with you guys months ago... problem was it took months to do it . Ain't fucken with y'all no more ✌🏼,CUSTOMER_SERVICE,NETWORK_COVERAGE,False
1925395,@sprintcare Thanks for the most generic answer possible.,CUSTOMER_SERVICE,OTHER,False
2655403,@sprintcare 😑😑😑 I’m sure,OTHER,OTHER,True
1386969,@sprintcare What’s your offer?,PLAN_OR_PRICING,PLAN_OR_PRICING,True
1404144,@sprintcare When will this be resolved and why does this happen so frequently? Why am I paying you all for service that doesn’t work half the time!?,NETWORK_COVERAGE,NETWORK_COVERAGE,True
1959887,@sprintcare THE LIST GOES ON!!! You GUYS ARE HORRIBLE!!!!!!!!!!,GENERAL_FEEDBACK,GENERAL_FEEDBACK,True
1318540,@sprintcare @315822 and they took the money from me the first time on my other line and still continues to tell me to upgrade it again,BILLING_CHARGES,BILLING_CHARGES,True
546130,@sprintcare I WAS thinking about changing my device and extending. WAS. Just another example of why I even was reluctant to do it in the first place.,DEVICE_OR_UPGRADE,DEVICE_OR_UPGRADE,True
1156171,"@sprintcare @116447 DM'd you the info. Fix this. It's totally unacceptable. Servicemembers work 24/7 and deploy 24/7. If you support them, M-Sa 9-6 doesn't work",DM_OR_FOLLOW_UP,NETWORK_COVERAGE,False
2853224,@sprintcare I been calling the last 2 hr I even chatted with someone on chat I wanna talk to a real person,CUSTOMER_SERVICE,CALLING_ISSUE,False
435477,@sprintcare Is there any other way to do that other than on twitter? That's illegal questions to ask on this platform.,ACCOUNT_OR_SECURITY,OTHER,False
1145422,"@sprintcare Yes, quite aware. That is the problem that I need Sprint to fix. My phone has never been active on Sprint, only Google Fi.",DEVICE_OR_UPGRADE,DEVICE_OR_UPGRADE,True
1248785,@sprintcare @116447 Done,DM_OR_FOLLOW_UP,OTHER,False
484705,"@sprintcare Thank for not helping , your making my decision to leave sprint easier",GENERAL_FEEDBACK,CUSTOMER_SERVICE,False
145461,@sprintcare I don't know how to do that,OTHER,OTHER,True
2031881,@sprintcare I shall,OTHER,OTHER,True
1612372,@sprintcare What’s Going On With My Phone ? My Bill Isn’t Due &amp; I’m Not Receiving My Phone Calls Or Text Messages.,CALLING_ISSUE,CALLING_ISSUE,True
2848551,"@sprintcare I wish I could. My account, which I've had for a long long time, is not eligible for upgrading online apparently. Sad.",DEVICE_OR_UPGRADE,MOBILE_DATA_ISSUE,False
2294819,@sprintcare Are you a bot?,CUSTOMER_SERVICE,OTHER,False
